hour,inventory_time,inventory_tx,cm inv,unique_tx,unique_fp,unique_fn,tp_inv,tn_inv,fp_inv,fn_inv,fn_index_inv,fn_expiry_inv,FPR inv,FNR inv,Accuracy % inv,Reprocess % inv,total_tx,cm total,entry_tx,cm entry,added_tx,tp_entry,tn_entry,fp_entry,fn_entry,fn_index_entry,fn_expiry_entry,FPR Entry,FNR Entry,Accuracy % Entry,Reprocess % Entry,exit_tx,cm exit,exited_tx,block_tx,non_block,tp_exit,tn_exit,fp_exit,fn_exit,fn_index_exit,fn_expiry_exit,fn_index,fn_expiry,FPR Exit,FNR Exit,Accuracy % Exit,Reprocess % Exit,FPR,FNR,Accuracy %,Reprocess %,current_mempool_tx,shadow_mempool.size(),shadow size in bytes
294,1058400,1671918,2440,1845,0,1,1765,674,0,1,0,1,0,0.000409836,100,0.0409836,57211,15078748,54771,15078748,54535,235,54234,1,301,0,301,1.82578e-05,0.00549561,99.9982,0.549561,0,0,0,0,0,0,0,0,0,0,0,0,302,-nan,-nan,-nan,-nan,1.74792e-05,0.00527871,99.959,0.527871,240175,1266214,2.5486e+08
295,1062000,1672883,965,920,0,1,649,315,0,1,0,1,0,0.00103627,100,0.103627,55140,15132923,54175,15132923,54085,90,53993,0,92,0,92,0,0.0016982,100,0.16982,0,0,0,0,0,0,0,0,0,0,0,0,93,-nan,-nan,-nan,-nan,0,0.00168662,100,0.168662,294260,1259913,2.54038e+08
296,1065600,1674822,1939,982,0,19,636,1283,0,20,0,19,0,0.0103146,100,1.03146,60235,15191219,58296,15191219,58146,150,57805,0,341,0,341,0,0.00584946,100,0.584946,0,0,0,0,0,0,0,0,0,0,0,0,360,-nan,-nan,-nan,-nan,0,0.00599319,100,0.599319,352406,1257643,2.53017e+08
297,1069200,1675549,727,683,0,3,611,112,0,4,0,3,0,0.00550206,100,0.550206,58230,15248722,57503,15248722,57092,397,55451,14,1641,0,1641,0.000243466,0.0285376,99.9757,2.85376,0,0,0,0,0,0,0,0,0,0,0,0,1644,-nan,-nan,-nan,-nan,0.000240426,0.02825,98.0743,2.825,409498,1255054,2.52653e+08
298,1072800,1678383,2834,2739,2,37,419,2374,2,39,0,37,0.000705716,0.0137615,99.9294,1.37615,58043,15303931,55209,15303931,54838,343,53734,28,1104,0,1104,0.000507164,0.0199967,99.9493,1.99967,0,0,0,0,0,0,0,0,0,0,0,0,1141,-nan,-nan,-nan,-nan,0.000516858,0.0196923,98.9414,1.96923,464336,1249191,2.52182e+08
299,1076400,1681089,2706,2575,4,12,429,2256,4,17,0,12,0.0014782,0.00628234,99.8522,0.628234,56007,15357232,53301,15357232,52569,679,51864,53,705,0,705,0.000994353,0.0132268,99.9006,1.32268,0,0,0,0,0,0,0,0,0,0,0,0,717,-nan,-nan,-nan,-nan,0.00101773,0.0128912,97.8936,1.28912,516905,1249636,2.52832e+08
300,1080000,1684049,2960,2579,4,19,454,2467,4,35,0,19,0.00135135,0.0118243,99.8649,1.18243,59179,15413451,56219,15413451,55383,752,54724,84,659,0,659,0.00149416,0.011722,99.8506,1.1722,0,0,0,0,0,0,0,0,0,0,0,0,678,-nan,-nan,-nan,-nan,0.00148701,0.0117271,97.027,1.17271,572288,1240964,2.4898e+08
301,1083600,1690701,6652,5803,0,521,0,6047,0,605,0,521,0,0.0909501,100,9.09501,48743,15455542,42091,15455542,42091,0,40763,0,1328,0,1328,0,0.0315507,100,3.15507,0,0,0,0,0,0,0,0,0,0,0,0,1849,-nan,-nan,-nan,-nan,0,0.039657,100,3.9657,1,1229407,2.47436e+08
302,1087200,1692988,2287,2074,0,17,1749,517,0,21,0,17,0,0.00918233,100,0.918234,55888,15509143,53601,15509143,53132,469,51304,0,1828,0,1828,0,0.0341038,100,3.41038,0,0,0,0,0,0,0,0,0,0,0,0,1845,-nan,-nan,-nan,-nan,0,0.033084,100,3.3084,53133,1237406,2.50289e+08
303,1090800,1697021,4033,3793,0,43,2018,1952,0,63,0,43,0,0.0156211,100,1.56211,57306,15562416,53273,15562416,52787,485,51338,1,1449,0,1449,1.87712e-05,0.0271995,99.9981,2.71995,0,0,0,0,0,0,0,0,0,0,0,0,1492,-nan,-nan,-nan,-nan,1.74502e-05,0.0263847,99.9752,2.63847,105920,1238914,2.50599e+08
304,1094400,1699934,2913,2747,0,5,1430,1476,0,7,0,5,0,0.00240302,100,0.240302,54784,15614287,51871,15614287,51432,435,50868,4,564,0,564,7.71144e-05,0.0108731,99.9923,1.08731,0,0,0,0,0,0,0,0,0,0,0,0,569,-nan,-nan,-nan,-nan,7.3014e-05,0.0104228,99.8627,1.04228,157352,1246112,2.52851e+08
305,1098000,1703121,3187,3025,0,27,1270,1875,0,42,0,27,0,0.0131785,100,1.31785,51337,15662437,48150,15662437,47422,703,46488,25,934,0,934,0.000519211,0.0193977,99.9481,1.93977,0,0,0,0,0,0,0,0,0,0,0,0,961,-nan,-nan,-nan,-nan,0.000486978,0.0190116,99.2156,1.90116,204774,1243827,2.52555e+08
306,1101600,1708612,5491,4502,3,8,2277,3199,4,11,0,8,0.000728465,0.00200328,99.9272,0.200328,58958,15715904,53467,15715904,52626,790,51991,51,635,0,635,0.000953859,0.0118765,99.9046,1.18765,0,0,0,0,0,0,0,0,0,0,0,0,643,-nan,-nan,-nan,-nan,0.000932867,0.010957,98.9984,1.0957,257400,1249449,2.56764e+08
307,1105200,1714768,6156,5689,14,33,1400,4679,15,62,0,33,0.00243665,0.0100715,99.7563,1.00715,61652,15771400,55496,15771400,54528,846,54075,122,453,0,453,0.00219836,0.00816275,99.7802,0.816275,0,0,0,0,0,0,0,0,0,0,0,0,486,-nan,-nan,-nan,-nan,0.00222215,0.00835334,97.7745,0.835334,311928,1255235,2.58594e+08
308,1108800,1716611,1843,1717,0,0,1440,403,0,0,0,0,0,0,100,0,51068,15820625,49225,15820625,48852,354,48745,19,107,0,107,0.000385983,0.00217369,99.9614,0.217369,0,0,0,0,0,0,0,0,0,0,0,0,107,-nan,-nan,-nan,-nan,0.000372053,0.00209525,98.9691,0.209525,360780,1243222,2.57081e+08
309,1112400,1718491,1880,1773,0,0,1533,347,0,0,0,0,0,0,100,0,49530,15868275,47650,15868275,47388,185,47294,77,94,0,94,0.00161595,0.00197272,99.8384,0.197272,0,0,0,0,0,0,0,0,0,0,0,0,94,-nan,-nan,-nan,-nan,0.00155461,0.00189784,95.9043,0.189784,408168,1240902,2.57879e+08
310,1116000,1724619,6128,3294,0,69,1339,4718,0,71,0,69,0,0.0115862,100,1.15862,45244,15907391,39116,15907391,38369,609,38145,138,224,0,224,0.00352797,0.00572656,99.6472,0.572656,0,0,0,0,0,0,0,0,0,0,0,0,293,-nan,-nan,-nan,-nan,0.00305013,0.0065202,97.748,0.65202,446537,1236677,2.57379e+08
311,1119600,1729664,5045,4543,8,9,3066,1956,9,14,0,9,0.00178394,0.00277502,99.8216,0.277502,55825,15958171,50780,15958171,49542,986,49167,252,375,0,375,0.00496258,0.0073848,99.5037,0.73848,0,0,0,0,0,0,0,0,0,0,0,0,384,-nan,-nan,-nan,-nan,0.00467532,0.0069682,94.8266,0.69682,496079,1239023,2.5823e+08
312,1123200,1737145,7481,6514,21,18,3654,3775,22,30,0,18,0.00294078,0.00401016,99.7059,0.401016,59077,16009767,51596,16009767,50274,1073,50016,249,258,0,258,0.00482596,0.00500039,99.5174,0.500039,0,0,0,0,0,0,0,0,0,0,0,0,276,-nan,-nan,-nan,-nan,0.00458723,0.00487499,96.3775,0.487499,546353,1242226,2.58633e+08
313,1126800,1744930,7785,6847,0,4434,0,2913,0,4872,0,4434,0,0.625819,100,62.5819,62033,16064015,54248,16064015,54248,0,52934,0,1314,0,1314,0,0.0242221,100,2.42221,0,0,0,0,0,0,0,0,0,0,0,0,5748,-nan,-nan,-nan,-nan,0,0.0997211,100,9.97211,1,1243785,2.59593e+08
314,1130400,1752039,7109,6229,0,77,4476,2527,0,106,0,77,0,0.0149107,100,1.49107,56180,16113086,49071,16113086,48635,435,47270,1,1365,0,1365,2.03786e-05,0.0278168,99.998,2.78168,0,0,0,0,0,0,0,0,0,0,0,0,1442,-nan,-nan,-nan,-nan,1.77999e-05,0.0261837,99.9859,2.61837,48636,1246710,2.60723e+08
315,1134000,1759757,7718,6820,0,98,4884,2687,0,147,0,98,0,0.0190464,100,1.90464,60852,16166220,53134,16166220,52451,683,51114,0,1337,0,1337,0,0.0251628,100,2.51628,0,0,0,0,0,0,0,0,0,0,0,0,1435,-nan,-nan,-nan,-nan,0,0.024387,100,2.4387,101087,1253915,2.63066e+08
316,1137600,1766567,6810,6152,0,39,4276,2474,0,60,0,39,0,0.00881057,100,0.881057,62224,16221634,55414,16221634,54711,702,53991,1,720,0,720,1.8046e-05,0.0129931,99.9982,1.29931,0,0,0,0,0,0,0,0,0,0,0,0,759,-nan,-nan,-nan,-nan,1.6071e-05,0.0125354,99.9853,1.25354,155798,1261469,2.65019e+08
317,1141200,1772639,6072,5520,1,16,3565,2475,1,31,0,16,0.00016469,0.0051054,99.9835,0.51054,50880,16266442,44808,16266442,44121,681,43594,6,527,0,527,0.000133905,0.0117613,99.9866,1.17613,0,0,0,0,0,0,0,0,0,0,0,0,543,-nan,-nan,-nan,-nan,0.000137579,0.010967,99.8847,1.0967,199919,1259268,2.64853e+08
318,1144800,1812882,40243,28867,7,412,2124,37553,7,559,0,412,0.000173943,0.0138906,99.9826,1.38906,66534,16292733,26291,16292733,26235,55,26063,1,172,0,172,3.80358e-05,0.00654216,99.9962,0.654216,0,0,0,0,0,0,0,0,0,0,0,0,584,-nan,-nan,-nan,-nan,0.000120239,0.0109869,99.9801,1.09869,226154,1227191,2.57935e+08
319,1148400,1860127,47245,32718,12,620,1041,45368,12,824,0,620,0.000253995,0.017441,99.9746,1.7441,84643,16330131,37398,16330131,37179,213,36635,6,544,0,544,0.000160436,0.0145462,99.984,1.45462,0,0,0,0,0,0,0,0,0,0,0,0,1164,-nan,-nan,-nan,-nan,0.000212658,0.016162,99.9619,1.6162,263333,1210987,2.54089e+08
320,1152000,1864731,4604,3615,0,3,2694,1904,0,6,0,3,0,0.00130321,100,0.130321,74586,16400113,69982,16400113,68753,1193,67052,36,1701,0,1701,0.000514418,0.0243063,99.9486,2.43062,0,0,0,0,0,0,0,0,0,0,0,0,1704,-nan,-nan,-nan,-nan,0.000482664,0.0228863,99.2181,2.28863,332086,1221038,2.56239e+08
321,1155600,1869354,4623,4174,0,0,4322,301,0,0,0,0,0,0,100,0,63590,16459080,58967,16459080,57868,1047,56246,52,1622,0,1622,0.000881849,0.0275069,99.9118,2.75069,0,0,0,0,0,0,0,0,0,0,0,0,1622,-nan,-nan,-nan,-nan,0.000817739,0.0255072,98.8752,2.55072,389954,1219228,2.55303e+08
322,1159200,1874401,5047,4508,0,1,4824,221,0,2,0,1,0,0.000396275,100,0.0396275,59683,16513716,54636,16513716,53371,1165,52019,100,1352,0,1352,0.0018303,0.0247456,99.817,2.47456,0,0,0,0,0,0,0,0,0,0,0,0,1353,-nan,-nan,-nan,-nan,0.00167552,0.0226865,98.0186,2.26865,443325,1215487,2.53931e+08
323,1162800,1879967,5566,4534,1,6,3325,2234,1,6,0,6,0.000179662,0.00107797,99.982,0.107797,53272,16561422,47706,16561422,46932,705,46351,69,581,0,581,0.00144636,0.0121788,99.8554,1.21788,0,0,0,0,0,0,0,0,0,0,0,0,587,-nan,-nan,-nan,-nan,0.00131401,0.0110189,98.7424,1.10189,490257,1208986,2.53312e+08
324,1166400,1882958,2991,2725,0,2,2490,499,0,2,0,2,0,0.000668673,100,0.0668673,57710,16616141,54719,16616141,53919,715,53557,85,362,0,362,0.00155339,0.00661562,99.8447,0.661562,0,0,0,0,0,0,0,0,0,0,0,0,364,-nan,-nan,-nan,-nan,0.00147288,0.0063074,97.1581,0.63074,544176,1211313,2.54158e+08
325,1170000,1885331,2373,2136,0,2024,0,230,0,2143,0,2024,0,0.903076,100,90.3076,51245,16665013,48872,16665013,48872,0,47552,0,1320,0,1320,0,0.0270093,100,2.70093,0,0,0,0,0,0,0,0,0,0,0,0,3344,-nan,-nan,-nan,-nan,0,0.0675773,100,6.75773,1,1204825,2.5269e+08
326,1173600,1888534,3203,2395,0,24,2303,864,0,36,0,24,0,0.0112395,100,1.12395,56053,16717863,52850,16717863,52562,288,51372,0,1190,0,1190,0,0.0225166,100,2.25166,0,0,0,0,0,0,0,0,0,0,0,0,1214,-nan,-nan,-nan,-nan,0,0.0218722,100,2.18722,52563,1214384,2.54473e+08
327,1177200,1893263,4729,4096,0,2,4087,637,0,5,0,2,0,0.00105731,100,0.105731,56534,16769668,51805,16769668,51653,152,50349,0,1304,0,1304,0,0.0251713,100,2.51713,0,0,0,0,0,0,0,0,0,0,0,0,1306,-nan,-nan,-nan,-nan,0,0.0231542,100,2.31542,104216,1214549,2.54523e+08
328,1180800,1899249,5986,5292,0,1,5407,578,0,1,0,1,0,0.000167056,100,0.0167056,56324,16820006,50338,16820006,50150,188,49771,0,379,0,379,0,0.0075291,100,0.75291,0,0,0,0,0,0,0,0,0,0,0,0,380,-nan,-nan,-nan,-nan,0,0.00674668,100,0.674668,154366,1212656,2.5336e+08
329,1184400,1905811,6562,5875,0,13,5669,879,0,14,0,13,0,0.0021335,100,0.21335,60186,16873630,53624,16873630,52789,834,52427,1,362,0,362,1.86484e-05,0.00675071,99.9981,0.675071,0,0,0,0,0,0,0,0,0,0,0,0,375,-nan,-nan,-nan,-nan,1.66152e-05,0.0062473,99.9848,0.62473,207155,1214608,2.53287e+08
330,1188000,1913662,7851,6986,0,12,5962,1868,0,21,0,12,0,0.00267482,100,0.267482,62118,16927897,54267,16927897,53856,406,53524,5,332,0,332,9.2137e-05,0.0061179,99.9908,0.61179,0,0,0,0,0,0,0,0,0,0,0,0,344,-nan,-nan,-nan,-nan,8.0492e-05,0.00568273,99.9363,0.568273,261011,1219834,2.54695e+08
331,1191600,1922051,8389,7410,0,15,5383,2987,0,19,0,15,0,0.00226487,100,0.226487,58066,16977574,49677,16977574,49236,435,48792,6,444,0,444,0.00012078,0.00893774,99.9879,0.893774,0,0,0,0,0,0,0,0,0,0,0,0,459,-nan,-nan,-nan,-nan,0.000103331,0.00797368,99.9285,0.797368,310247,1218083,2.52089e+08
332,1195200,1930939,8888,7863,0,20,5918,2943,0,27,0,20,0,0.0030378,100,0.30378,61442,17030128,52554,17030128,52020,519,51667,15,353,0,353,0.000285421,0.0067169,99.9715,0.67169,0,0,0,0,0,0,0,0,0,0,0,0,373,-nan,-nan,-nan,-nan,0.000244133,0.00618469,99.8312,0.618469,362267,1216017,2.51849e+08
333,1198800,1941421,10482,9056,2,15,6141,4315,2,24,0,15,0.000190803,0.00228964,99.9809,0.228964,61723,17081369,51241,17081369,50640,570,50289,31,351,0,351,0.000604984,0.00684998,99.9395,0.684998,0,0,0,0,0,0,0,0,0,0,0,0,366,-nan,-nan,-nan,-nan,0.000534647,0.00607553,99.6852,0.607553,412907,1216597,2.51846e+08
334,1202400,1947476,6055,5446,1,16,4216,1803,1,35,0,16,0.000165153,0.00578035,99.9835,0.578035,53174,17128488,47119,17128488,46446,633,46019,40,427,0,427,0.000848914,0.00906216,99.9151,0.906216,0,0,0,0,0,0,0,0,0,0,0,0,443,-nan,-nan,-nan,-nan,0.000771054,0.00868846,99.3229,0.868846,459353,1215464,2.51534e+08
335,1206000,1954847,7371,6555,4,13,5240,2105,4,22,0,13,0.000542667,0.00298467,99.9457,0.298467,56430,17177547,49059,17177547,48348,662,47986,49,362,0,362,0.000998797,0.00737887,99.9001,0.737887,0,0,0,0,0,0,0,0,0,0,0,0,375,-nan,-nan,-nan,-nan,0.000939217,0.00680489,99.281,0.680489,507701,1225144,2.54339e+08
336,1209600,1962951,8104,7195,1,5,5863,2230,1,10,0,5,0.000123396,0.00123396,99.9877,0.123396,63540,17232983,55436,17232983,54444,859,54128,133,316,0,316,0.00239916,0.00570027,99.7601,0.570027,0,0,0,0,0,0,0,0,0,0,0,0,321,-nan,-nan,-nan,-nan,0.00210891,0.00513063,98.3465,0.513063,562145,1229800,2.55639e+08
337,1213200,1972571,9620,8202,0,5115,0,3846,0,5774,0,5115,0,0.600208,100,60.0208,57711,17281074,48091,17281074,48091,0,46933,0,1158,0,1158,0,0.0240793,100,2.40793,0,0,0,0,0,0,0,0,0,0,0,0,6273,-nan,-nan,-nan,-nan,0,0.120116,100,12.0116,1,1225782,2.55102e+08
338,1216800,1981325,8754,7810,0,60,4708,3945,0,101,0,60,0,0.0115376,100,1.15376,59450,17331770,50696,17331770,50485,211,49726,0,759,0,759,0,0.0149716,100,1.49716,0,0,0,0,0,0,0,0,0,0,0,0,819,-nan,-nan,-nan,-nan,0,0.0144659,100,1.44659,50486,1224761,2.54557e+08
339,1220400,1986870,5545,4984,0,48,3437,2046,0,62,0,48,0,0.0111812,100,1.11812,45822,17372047,40277,17372047,39986,288,39476,3,510,0,510,7.44842e-05,0.0126623,99.9925,1.26623,0,0,0,0,0,0,0,0,0,0,0,0,558,-nan,-nan,-nan,-nan,6.54707e-05,0.0124831,99.9459,1.24831,90472,1215675,2.52476e+08
340,1224000,1986873,3,3,0,0,3,0,0,0,0,0,0,0,100,0,20,17372064,17,17372064,17,0,17,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-nan,-nan,-nan,-nan,0,0,100,0,90489,1160092,2.4055e+08
341,1227600,2039736,52863,36005,2,660,1394,50587,2,880,0,660,3.78336e-05,0.0166468,99.9962,1.66468,84022,17403223,31159,17403223,31126,32,30981,1,145,0,145,3.20935e-05,0.00465355,99.9968,0.465355,0,0,0,0,0,0,0,0,0,0,0,0,805,-nan,-nan,-nan,-nan,3.57049e-05,0.0121992,99.9943,1.21992,121615,1139012,2.35934e+08
342,1231200,2096249,56513,27555,7,1977,4177,49674,8,2654,0,1977,0.00014156,0.0469626,99.9858,4.69626,93693,17440403,37180,17440403,36890,277,34751,13,2139,0,2139,0.00034965,0.0575309,99.965,5.75309,0,0,0,0,0,0,0,0,0,0,0,0,4116,-nan,-nan,-nan,-nan,0.000224136,0.0511564,99.9628,5.11564,158505,1144622,2.36839e+08
343,1234800,2102681,6432,5424,0,29,6184,216,0,32,0,29,0,0.00497512,100,0.497512,68744,17502715,62312,17502715,62036,266,59868,10,2168,0,2168,0.000160483,0.0347927,99.984,3.47927,0,0,0,0,0,0,0,0,0,0,0,0,2197,-nan,-nan,-nan,-nan,0.000145467,0.0320028,99.8445,3.20028,220541,1174571,2.43048e+08
344,1238400,2107113,4432,3927,0,9,4031,390,0,11,0,9,0,0.00248195,100,0.248195,63676,17561959,59244,17561959,58641,596,56788,7,1853,0,1853,0.000118155,0.0312774,99.9882,3.12774,0,0,0,0,0,0,0,0,0,0,0,0,1862,-nan,-nan,-nan,-nan,0.000109932,0.0292732,99.8421,2.92732,279182,1194921,2.47094e+08
345,1242000,2110847,3734,3457,0,8,3477,242,0,15,0,8,0,0.00401714,100,0.401714,64090,17622315,60356,17622315,59948,384,58440,24,1508,0,1508,0.000397641,0.0249851,99.9602,2.49851,0,0,0,0,0,0,0,0,0,0,0,0,1516,-nan,-nan,-nan,-nan,0.000374473,0.0237635,99.3573,2.37635,339130,1185766,2.44684e+08
346,1245600,2114426,3579,3305,0,1,3385,193,0,1,0,1,0,0.000279408,100,0.0279408,62790,17681526,59211,17681526,58513,675,57507,23,1006,0,1006,0.000388441,0.0169901,99.9612,1.69901,0,0,0,0,0,0,0,0,0,0,0,0,1007,-nan,-nan,-nan,-nan,0.0003663,0.0160376,99.3574,1.60376,397643,1187780,2.45903e+08
347,1249200,2118054,3628,3352,0,2,3295,329,0,4,0,2,0,0.00110254,100,0.110254,62133,17740031,58505,17740031,58025,421,57133,59,892,0,892,0.00100846,0.0152466,99.8992,1.52466,0,0,0,0,0,0,0,0,0,0,0,0,894,-nan,-nan,-nan,-nan,0.000949576,0.0144207,98.3738,1.44207,455668,1193015,2.47341e+08
348,1252800,2121921,3867,3559,0,0,3465,402,0,0,0,0,0,0,100,0,61977,17798141,58110,17798141,57568,478,56848,64,720,0,720,0.00110136,0.0123903,99.8899,1.23903,0,0,0,0,0,0,0,0,0,0,0,0,720,-nan,-nan,-nan,-nan,0.00103264,0.0116172,98.345,1.16172,513236,1201825,2.48512e+08
349,1256400,2125717,3796,3506,0,3120,0,473,0,3323,0,3120,0,0.875395,100,87.5395,58894,17853239,55098,17853239,55098,0,54204,0,894,0,894,0,0.0162256,100,1.62256,0,0,0,0,0,0,0,0,0,0,0,0,4014,-nan,-nan,-nan,-nan,0,0.0716032,100,7.16032,1,1204382,2.48932e+08
350,1260000,2128980,3263,3018,0,13,3047,198,0,18,0,13,0,0.0055164,100,0.55164,54848,17904824,51585,17904824,51508,77,50956,0,552,0,552,0,0.0107008,100,1.07008,0,0,0,0,0,0,0,0,0,0,0,0,565,-nan,-nan,-nan,-nan,0,0.0103924,100,1.03924,51509,1207201,2.50089e+08
351,1263600,2133188,4208,3730,0,5,3800,402,0,6,0,5,0,0.00142586,100,0.142586,68080,17968696,63872,17968696,63646,226,63259,0,387,0,387,0,0.00605899,100,0.605899,0,0,0,0,0,0,0,0,0,0,0,0,392,-nan,-nan,-nan,-nan,0,0.00577262,100,0.577262,115155,1219718,2.53918e+08
352,1267200,2137686,4498,4080,0,3,4078,415,0,5,0,3,0,0.00111161,100,0.111161,75786,18039984,71288,18039984,70963,325,70554,0,409,0,409,0,0.00573729,100,0.573729,0,0,0,0,0,0,0,0,0,0,0,0,412,-nan,-nan,-nan,-nan,0,0.00546275,100,0.546275,186118,1239773,2.58049e+08
353,1270800,2161892,24206,23620,0,9,2442,21751,0,13,0,9,0,0.000537057,100,0.0537057,92803,18108581,68597,18108581,68475,120,68091,2,384,0,384,2.91558e-05,0.00559791,99.9971,0.559791,0,0,0,0,0,0,0,0,0,0,0,0,393,-nan,-nan,-nan,-nan,2.1551e-05,0.00427788,99.9917,0.427788,254593,1257222,2.85546e+08
354,1274400,2163978,2086,1871,0,0,1914,172,0,0,0,0,0,0,100,0,37591,18144086,35505,18144086,35273,223,34774,9,499,0,499,0.000253485,0.0140544,99.9746,1.40544,0,0,0,0,0,0,0,0,0,0,0,0,499,-nan,-nan,-nan,-nan,0.000239419,0.0132745,99.5686,1.32745,289866,1239535,2.90639e+08
355,1278000,2166245,2267,1993,0,1,2107,159,0,1,0,1,0,0.000441112,100,0.0441112,32026,18173845,29759,18173845,29261,488,28826,10,435,0,435,0.000336033,0.0146174,99.9664,1.46174,0,0,0,0,0,0,0,0,0,0,0,0,436,-nan,-nan,-nan,-nan,0.000312246,0.0136139,99.5589,1.36139,319127,1214737,2.89135e+08
356,1281600,2179483,13238,7427,2,174,2791,10232,3,212,0,174,0.00022662,0.0160145,99.9773,1.60145,44058,18204665,30820,18204665,30592,213,29919,15,673,0,673,0.000486697,0.0218365,99.9513,2.18365,0,0,0,0,0,0,0,0,0,0,0,0,847,-nan,-nan,-nan,-nan,0.000408552,0.0200872,99.864,2.00872,349719,1196648,2.8529e+08
357,1285200,2215876,36393,26025,28,378,1166,34652,30,545,0,378,0.000824334,0.0149754,99.9176,1.49754,60314,18228586,23921,18228586,23803,109,23660,9,143,0,143,0.000376238,0.00597801,99.9624,0.597801,0,0,0,0,0,0,0,0,0,0,0,0,521,-nan,-nan,-nan,-nan,0.000646616,0.011407,99.8928,1.1407,373522,1158376,2.77074e+08
358,1288800,2271676,55800,28128,43,405,2467,52554,54,725,0,405,0.000967742,0.0129928,99.9032,1.29928,86117,18258903,30317,18258903,29943,333,29582,41,361,0,361,0.00135238,0.0119075,99.8648,1.19075,0,0,0,0,0,0,0,0,0,0,0,0,766,-nan,-nan,-nan,-nan,0.00110315,0.0126108,99.8298,1.26108,403465,1124193,2.6952e+08
359,1292400,2282897,11221,6101,9,24,1536,9587,16,82,0,24,0.0014259,0.00730773,99.8574,0.730773,56133,18303815,44912,18303815,44134,722,43619,56,515,0,515,0.00124688,0.0114669,99.8753,1.14669,0,0,0,0,0,0,0,0,0,0,0,0,539,-nan,-nan,-nan,-nan,0.00128267,0.0106355,99.3583,1.06355,447599,1120515,2.66804e+08
360,1296000,2285486,2589,2366,0,2,2165,422,0,2,0,2,0,0.000772499,100,0.0772499,60506,18361732,57917,18361732,57020,829,56495,68,525,0,525,0.00117409,0.0090647,99.8826,0.90647,0,0,0,0,0,0,0,0,0,0,0,0,527,-nan,-nan,-nan,-nan,0.00112386,0.00870988,97.3735,0.870988,504619,1126222,2.66178e+08
361,1299600,2287658,2172,1866,0,1670,0,272,0,1900,0,1670,0,0.87477,100,87.477,52686,18412246,50514,18412246,50514,0,49219,0,1295,0,1295,0,0.0256365,100,2.56365,0,0,0,0,0,0,0,0,0,0,0,0,2965,-nan,-nan,-nan,-nan,0,0.0606423,100,6.06423,1,1124147,2.65011e+08
362,1303200,2290850,3192,2515,0,1241,951,990,0,1251,0,1241,0,0.391917,100,39.1917,49980,18459034,46788,18459034,46333,455,45776,0,557,0,557,0,0.0119048,100,1.19048,0,0,0,0,0,0,0,0,0,0,0,0,1798,-nan,-nan,-nan,-nan,0,0.0361745,100,3.61745,46334,1120322,2.64002e+08
363,1306800,2292041,1191,1086,0,14,966,209,0,16,0,14,0,0.0134341,100,1.34341,50101,18507944,48910,18507944,48671,239,48222,0,449,0,449,0,0.00918013,100,0.918013,0,0,0,0,0,0,0,0,0,0,0,0,463,-nan,-nan,-nan,-nan,0,0.00928125,100,0.928125,95005,1121002,2.63704e+08
364,1310400,2293358,1317,1219,0,60,1031,219,0,67,0,60,0,0.0508732,100,5.08732,50414,18557041,49097,18557041,48782,315,48260,0,522,0,522,0,0.010632,100,1.0632,0,0,0,0,0,0,0,0,0,0,0,0,582,-nan,-nan,-nan,-nan,0,0.0116833,100,1.16833,143787,1158190,2.70806e+08
365,1314000,2295363,2005,1894,0,10,1343,646,0,16,0,10,0,0.00798005,100,0.798005,51471,18606507,49466,18606507,49253,213,48848,0,405,0,405,0,0.00818744,100,0.818744,0,0,0,0,0,0,0,0,0,0,0,0,415,-nan,-nan,-nan,-nan,0,0.00817936,100,0.817936,193040,1190136,2.7703e+08
366,1317600,2297089,1726,1515,0,9,1579,134,0,13,0,9,0,0.00753187,100,0.753187,55308,18660089,53582,18660089,53376,206,52975,0,401,0,401,0,0.00748386,100,0.748386,0,0,0,0,0,0,0,0,0,0,0,0,410,-nan,-nan,-nan,-nan,0,0.00748535,100,0.748535,246416,1221527,2.83197e+08
367,1321200,2298772,1683,1551,0,3,1483,197,0,3,0,3,0,0.00178253,100,0.178253,57223,18715629,55540,18715629,55173,364,54919,3,254,0,254,5.40151e-05,0.00457328,99.9946,0.457328,0,0,0,0,0,0,0,0,0,0,0,0,257,-nan,-nan,-nan,-nan,5.24265e-05,0.0044912,99.8217,0.44912,301589,1217641,2.81947e+08
368,1324800,2300200,1428,1321,0,3,1165,259,0,4,0,3,0,0.00280112,100,0.280112,50878,18765079,49450,18765079,48848,602,48548,0,300,0,300,0,0.00606673,100,0.606673,0,0,0,0,0,0,0,0,0,0,0,0,303,-nan,-nan,-nan,-nan,0,0.00597508,100,0.597508,350437,1206201,2.79005e+08
369,1328400,2301678,1478,1392,0,3,1348,125,0,5,0,3,0,0.00338295,100,0.338295,54536,18818137,53058,18818137,52781,269,52521,8,260,0,260,0.000150778,0.0049003,99.9849,0.49003,0,0,0,0,0,0,0,0,0,0,0,0,263,-nan,-nan,-nan,-nan,0.000146692,0.00485918,99.4587,0.485918,403218,1203582,2.78168e+08
